Ormuri-Parachi	Ormuri-Parachi	**h:Kieffer:Paraci-Ormuri-SEIraniennes**
Southern Periphery Mongolic	Southern Periphery Mongolic	**hv:Nugteren:Qinghai-Gansu**
Lisoid	Lisoid	**hvw:Lama:Nisoic**:153-156 **hv:Bradley:Tibeto-Burman**:101-102
num	num	**g:Tsukamoto:Niuafoou**
nuj	nuj	**v:Schadeberg:Nyole**
nuh	nuh	**hel:Blench:WAfrica**:145
Northern Okani	Northern Okani	**hv:Grollemund:Okani-Nord**
muv	muv	**hlde:Menon:Dravidian**:294-295
mup	mup	**hwsoc:Vargheseetal:Malvi**
Tupi-Guarani Subgroup III	Tupi-Guarani Subgroup III	**hv:RodriguesCabral:Tupi-Guarani**
Chamealic	Chamealic	**hvwt:Grierson:9:IV**
Northwest Solomonic	Northwest Solomonic	**hv:Ross:NWSolomonic**
muc	muc	**hvld:Goodetal:Lower-Fungom**
mub	mub	**hwsoc:Martietal:Kajakse**
mum	mum	**hvld:Lithgow:Milne**
North-Western Tibetic	North-Western Tibetic	**hv:Tournadre:Tibetic**
xve	xve	**v:Gvozdanovic:Venetic**
Turoyo-Mlahso	Turoyo-Mlahso	**s:Jastrow:Turoyo-Mlahso** **v:Kim:Turoyo**
Pimbweic	Pimbweic	**hv:Abe:Gongwe-Bende-Pimbwe** **hv:WalshSwilla:Corridor**
Senufo	Senufo	**hv:Carlson:Senufo** **hb:vonRoncadorMiehe:Gur**
Sara-Bongo-Bagirmi	Sara-Bongo-Bagirmi	**hv:Boyeldieu:Expansion-SBB**
Kanum	Kanum	**hwld:Donohue:Wasur**
Temotu	Temotu	**hv:RossNaess:Temotu**, **hv:NaessBoerger:RSC**, **hvs:Francois:Vanikoro**
unu	unu	**wsoc:Rueck:Unubahe**
Sobei-Liki-Wakde	Sobei-Liki-Wakde	**hwsoc:LeeSawi:Sobei**
Perema-Mumbake	Perema-Mumbake	**vw:Blench:Perema**
coa	coa	**h:AdelaarPrentice:Malay**
Khasian	Khasian	**hvw:Nagarajaetal:Khasian**
coj	coj	**hv:Campbell:1997**
unn	unn	**h:Dixon:Australian2002**:xxxv, 44 **hv:BlakeReid:Victorian**
North_Halmahera	North Halmahera	**hv:GrimesGrimes:NMoluccas** **hv:Voorhoeve:NMoluccas**
Tetelaic	Tetelaic	**g:Jacobs:Tetela** **hvw:Motingea:Nkutsu**
kwh	kwh	**hv:Blust:CEMP**
Baining	Baining	**hv:Stebbins:EBismarcks**
Kuliak	Kuliak	**hv:Heine:Kuliak**:59-66
kwu	kwu	**h:Guthrie:Bantu-Western**
